Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
65,60,5,5,59,55,29
112,103,10,9,102,94,29
59,57,5,6,54,52,29
52,48,5,6,47,43,29
32,32,5,6,27,27,29
46,42,5,5,41,37,29
42,37,5,6,36,32,29
33,31,5,5,28,26,29
38,36,5,5,33,31,29
45,40,5,5,40,35,29
53,49,5,6,48,44,29
86,76,7,6,78,70,29
83,78,6,6,76,71,29
132,122,11,10,121,112,29
37,33,5,5,31,28,29
38,36,5,5,33,31,29
39,37,5,5,33,32,29
42,57,6,5,37,52,29
47,42,5,5,42,37,29
54,49,5,5,49,44,29
38,35,5,5,32,30,29
44,43,5,6,39,38,29
59,56,6,6,53,51,29
32,31,5,6,27,26,29
138,127,12,10,126,117,29
32,31,5,6,27,26,29
54,49,5,5,49,44,29
114,105,10,9,104,96,29
107,96,10,9,98,87,29
46,40,6,5,41,35,29
43,38,5,5,38,33,29
50,47,5,5,45,42,29
44,54,5,5,39,49,29
36,35,5,5,31,30,29
54,49,5,5,49,44,29
50,47,5,5,45,42,29
43,38,5,5,38,33,29
44,44,5,6,39,39,29
45,39,6,5,40,34,29
52,48,5,5,47,43,29
60,57,5,6,54,52,29
54,51,6,5,49,45,29
39,38,5,5,34,33,29
39,38,5,5,34,33,29
44,39,5,6,39,34,29
52,48,5,6,47,43,29
57,52,6,5,52,47,29
37,37,5,5,32,32,29
58,52,5,5,53,47,29
57,51,5,5,52,46,29
44,39,5,5,39,34,29
59,53,5,5,54,48,29
35,31,5,5,29,26,29
38,36,5,5,33,31,29
34,31,5,5,29,26,29
45,71,5,6,40,65,29
89,83,7,7,82,76,29
37,33,5,5,31,28,29
144,132,12,11,131,121,29
39,37,5,5,33,32,29
60,57,5,6,55,52,29
50,72,5,6,45,66,29
162,148,13,13,148,136,29
45,42,5,5,40,37,29
114,106,10,8,104,98,29
62,58,5,6,57,53,29
47,64,5,6,42,58,29
37,37,5,5,32,32,29
32,31,5,6,27,26,29
44,44,6,5,39,39,29
102,92,9,8,94,84,29
61,57,5,6,56,52,29
147,135,12,11,135,124,29
42,52,6,5,36,47,29
53,48,5,5,48,43,29
59,53,5,6,54,48,29
53,49,5,6,48,44,29
104,93,9,8,95,85,29
38,36,5,5,33,31,29
93,86,8,8,85,79,29
55,50,5,5,50,45,29
99,90,9,8,91,82,29
81,76,7,7,74,69,29
61,56,5,6,56,51,29
120,110,10,9,109,101,29
52,48,5,5,47,43,29
59,58,5,5,54,52,29
77,73,6,6,70,67,29
59,55,6,6,53,50,29
61,57,5,6,56,52,29
124,112,11,10,114,102,29
45,42,5,5,40,37,29
34,31,5,5,29,26,29
37,36,5,5,32,31,29
44,39,5,6,39,34,29
33,30,5,5,28,25,29
81,73,6,6,75,67,30
42,38,6,5,37,33,30
38,37,5,6,33,32,30
40,36,5,5,35,31,30
51,45,5,5,46,40,30
35,31,6,5,30,26,30
38,37,5,5,33,32,30
44,40,5,5,39,35,30
77,70,6,6,71,64,30
41,38,5,6,36,33,30
38,36,5,6,33,31,30
39,36,5,5,34,31,30
32,31,5,5,27,26,30
44,41,5,6,39,36,30
42,41,5,6,37,35,30
32,32,5,5,27,27,30
45,40,5,6,40,35,30
89,79,7,7,82,72,30
68,58,6,5,62,53,30
31,31,5,6,26,26,30
110,96,9,8,101,88,30
39,40,5,5,34,35,30
57,56,5,6,51,51,30
41,41,5,6,36,35,30
64,58,5,5,59,53,30
39,40,5,5,34,35,30
54,52,5,5,48,47,30
97,84,8,7,89,77,30
38,37,5,6,33,32,30
44,40,5,5,39,35,30
122,106,10,9,112,97,30
44,40,5,5,39,35,30
31,31,5,5,26,25,30
44,40,5,6,39,35,30
41,38,5,6,36,33,30
32,31,6,6,27,26,30
75,63,6,5,69,58,30
30,31,5,5,25,26,30
31,31,5,6,26,26,30
70,63,6,5,64,58,30
38,38,5,6,33,33,30
51,45,5,5,46,40,30
39,36,5,5,34,31,30
37,35,5,6,32,30,30
37,34,5,6,32,29,30
117,102,9,9,107,93,30
37,36,5,6,32,31,30
41,41,5,5,36,36,30
50,44,5,6,45,39,30
43,40,6,5,38,35,30
72,63,6,5,66,58,30
31,31,5,6,26,26,30
32,31,5,5,27,26,30
41,41,5,5,36,35,30
32,32,5,6,27,27,30
44,40,5,5,39,35,30
34,31,5,5,29,26,30
31,30,6,5,26,25,30
123,109,10,9,113,99,30
32,30,5,5,27,25,30
41,40,5,6,36,34,30
32,31,5,5,27,26,30
38,36,5,5,33,31,30
44,36,6,5,39,31,30
41,40,5,6,36,35,30
39,40,5,5,34,35,30
53,51,5,5,48,46,30
37,35,5,6,32,30,30
38,37,5,6,33,32,30
47,40,6,5,42,35,30
38,38,5,6,33,33,30
46,41,5,5,41,36,30
134,117,11,9,123,107,30
44,39,5,5,39,34,30
135,118,11,10,124,108,30
93,80,7,7,85,73,30
52,48,5,5,47,43,30
37,31,5,5,32,26,30
115,100,9,8,106,91,30
32,30,6,5,27,25,30
74,68,6,7,68,62,30
32,30,5,5,27,25,30
61,57,5,6,56,52,30
32,31,5,5,27,26,30
41,42,5,5,36,37,30
51,47,5,5,46,42,30
54,49,6,5,49,44,30
43,42,5,5,38,37,30
62,58,5,5,57,53,30
97,84,8,7,89,77,30
122,106,10,9,112,97,30
62,58,5,5,57,53,30
38,38,5,5,33,33,30
128,120,10,10,117,110,30
43,41,5,6,38,36,30
37,35,5,6,32,30,30
32,31,5,5,27,26,30
38,36,5,5,33,31,30
38,39,5,6,33,34,30
32,32,5,6,27,27,30
40,36,5,5,35,31,30
45,42,5,5,40,37,30
52,48,5,5,47,43,30
38,36,5,5,33,31,30
37,36,5,6,32,31,30
40,39,5,5,35,34,30
38,36,5,6,33,31,30
52,46,5,5,47,41,30
37,35,5,6,32,30,30
47,40,6,5,42,35,30
40,41,5,5,35,36,30
44,41,5,6,39,36,30
72,61,7,5,66,56,30
65,59,5,5,60,54,30
38,37,5,6,33,32,30
43,39,6,5,38,34,30
38,36,5,5,33,31,30
65,59,5,5,60,54,30
38,36,5,5,33,31,30
40,36,6,5,35,31,30
71,65,5,5,65,59,30
41,39,5,6,36,33,30
37,32,5,5,32,27,30
42,36,6,5,37,31,30
41,41,5,6,36,35,30
49,46,5,5,44,41,30
43,40,6,5,38,35,30
68,58,6,5,62,53,30
74,68,6,5,68,62,30
44,41,5,6,39,36,30
37,32,5,5,32,27,30
43,40,6,5,38,35,30
99,87,9,7,91,80,30
103,90,9,7,94,82,30
76,69,6,6,69,63,30
42,38,5,6,37,33,30
60,57,5,5,54,52,30
53,47,5,6,48,42,30
54,48,6,5,49,43,30
38,36,5,5,33,31,30
46,42,5,6,41,37,30
32,31,5,6,27,26,30
44,41,5,6,39,36,30
35,31,6,5,30,26,30
40,36,6,5,35,31,30
125,114,10,9,115,104,30
78,71,6,6,72,65,30
32,32,5,6,27,27,30
68,58,6,5,62,53,30
75,67,6,6,69,62,30
68,58,6,5,62,53,30
39,40,5,5,34,35,30
46,41,5,6,41,36,30
139,122,11,10,128,112,30
89,78,7,7,82,72,30
37,33,5,6,32,28,30
69,61,6,5,63,56,30
82,69,7,6,75,64,30
84,76,7,6,77,69,30
32,32,5,5,27,27,30
97,84,8,8,89,77,30
134,117,10,10,123,107,30
52,48,5,5,47,43,30
31,31,5,6,26,26,30
56,55,6,6,50,50,30
61,57,5,5,55,52,30
66,60,5,5,61,55,30
44,41,5,6,39,36,30
88,78,7,7,81,71,30
47,42,6,6,42,37,30
43,41,5,6,38,36,30
54,48,6,5,49,43,30
39,36,5,5,34,31,30
42,40,5,6,37,35,30
38,36,5,5,33,31,30
42,38,6,5,37,33,30
43,42,5,5,38,37,30
44,41,5,5,39,36,30
69,62,6,5,63,57,30
47,41,6,5,42,36,30
56,50,6,5,51,45,30
41,41,6,5,36,36,30
47,41,6,5,42,36,30
32,30,5,5,27,25,30
63,58,5,5,58,53,30
32,30,5,5,27,25,30
68,58,6,5,62,53,30
54,48,6,5,49,43,30
44,40,5,5,39,35,30
133,128,11,11,122,117,30
47,42,6,5,42,37,30
38,39,5,5,33,34,30
44,36,6,5,39,31,30
63,57,5,5,58,52,30
37,31,5,5,32,26,30
38,36,5,5,33,31,30
32,31,5,5,27,26,31
138,127,12,10,127,116,31
49,49,5,5,44,44,31
42,37,6,5,37,32,31
43,41,5,5,38,35,31
47,42,5,5,42,37,31
34,34,5,5,29,29,31
141,129,13,11,129,118,31
32,31,5,5,27,26,31
33,32,5,5,28,27,31
40,38,6,5,35,33,31
34,35,5,5,29,30,31
33,31,6,6,28,26,31
46,43,6,5,41,38,31
35,34,5,6,30,29,31
40,39,5,5,35,34,31
33,34,5,6,28,29,31
41,38,6,6,36,33,31
76,69,7,5,70,63,31
34,34,5,5,29,29,31
50,48,5,6,45,43,31
58,54,5,5,53,49,31
50,48,5,5,45,43,31
35,34,5,5,30,29,31
28,28,5,5,23,23,31
48,46,5,5,43,40,31
60,55,5,5,55,50,31
80,80,7,8,73,73,31
44,44,5,5,39,39,31
41,39,5,5,36,34,31
150,131,13,10,138,120,31
80,77,7,7,73,71,31
41,40,5,5,36,35,31
57,53,5,6,52,48,31
33,33,5,5,28,28,31
92,81,8,7,84,74,31
41,38,6,6,35,33,31
33,34,5,5,28,29,31
42,37,6,5,37,32,31
33,33,5,5,28,28,31
40,37,6,5,35,32,31
61,59,5,6,56,54,31
56,50,5,5,51,45,31
60,57,5,5,55,52,31
33,33,5,5,28,28,31
66,60,5,6,60,55,31
41,38,6,6,36,33,31
33,34,5,6,28,29,31
40,37,6,6,35,32,31
144,130,13,11,132,119,31
51,49,5,5,46,44,31
40,37,6,6,35,32,31
42,37,5,5,37,32,31
31,30,5,5,26,25,31
34,32,5,6,29,27,31
67,60,6,5,61,55,31
49,47,5,6,44,41,31
33,34,5,6,28,29,31
48,43,5,5,43,38,31
50,48,5,6,45,43,31
61,58,5,6,56,53,31
28,29,5,5,23,24,31
32,31,5,5,27,26,31
91,86,7,7,83,79,31
61,58,5,6,56,52,31
60,55,5,5,55,50,31
58,55,5,5,53,49,31
48,45,5,5,43,40,31
80,81,7,8,73,74,31
61,57,5,6,56,52,31
41,39,6,6,36,34,31
51,51,6,6,46,46,31
40,37,6,6,35,32,31
33,33,5,5,28,28,31
40,40,5,5,35,34,31
31,30,5,5,26,25,31
58,54,5,6,53,49,31
29,29,5,5,24,24,31
61,57,5,5,56,52,31
44,41,6,5,39,35,31
50,47,5,6,44,42,31
34,34,5,5,29,29,31
48,45,5,5,43,40,31
46,43,6,5,41,38,31
60,56,5,6,55,51,31
41,38,6,5,36,33,31
43,41,5,5,38,36,31
43,41,5,5,38,35,31
35,33,6,5,30,28,31
59,56,5,5,54,51,31
72,60,6,5,66,55,31
42,37,6,5,37,32,31
39,38,6,5,34,33,31
84,74,7,6,77,68,31
33,33,5,5,28,28,31
85,76,7,6,78,70,31
38,38,5,5,33,33,31
41,38,6,6,36,33,31
42,41,5,5,37,36,31
32,30,5,5,27,25,31
61,58,5,6,56,52,31
61,59,5,6,56,54,31
80,74,7,6,73,68,31
82,83,7,7,75,76,31
60,56,5,5,55,51,31
82,73,7,6,75,67,31
33,34,5,5,28,29,31
62,59,5,5,57,53,31
41,38,6,5,36,33,31
132,119,10,10,121,109,31
49,44,6,5,44,39,31
70,63,6,5,64,58,31
33,33,5,5,28,28,31
57,53,5,6,51,48,31
51,48,5,5,46,43,31
41,38,5,5,36,33,31
58,54,5,5,53,49,31
89,80,7,7,82,73,31
36,35,5,6,31,30,31
33,33,5,5,28,28,31
36,36,5,6,31,31,31
52,51,6,6,47,46,31
36,32,6,5,31,27,31
44,43,5,5,39,38,31
39,37,6,5,34,32,31
60,56,5,5,55,51,31
70,62,7,5,64,57,31
48,46,5,6,43,41,31
57,54,5,5,52,49,31
41,38,6,5,36,33,31
49,43,6,5,44,38,31
40,37,6,6,35,32,31
44,41,6,5,39,35,31
52,50,5,5,47,45,31
34,34,5,5,29,29,31
40,37,6,6,35,32,31
60,56,5,6,55,51,31
33,33,5,5,28,28,31
90,85,7,7,82,78,31
33,33,5,5,28,28,31
60,56,5,5,55,51,31
34,34,5,5,29,29,31
36,35,5,6,31,30,31
40,37,6,5,35,32,31
40,39,5,5,35,34,31
39,38,6,5,34,32,31
62,58,5,6,57,53,31
57,53,5,6,51,48,31
32,31,6,5,27,26,31
80,81,7,8,73,74,31
41,38,6,6,36,33,31
51,48,5,5,46,43,31
57,54,5,6,52,48,31
60,56,5,6,55,51,31
39,41,5,5,33,35,32
39,39,5,5,34,34,32
41,41,5,5,35,36,32
29,29,5,5,24,24,32
50,48,5,5,45,43,32
37,37,5,5,32,32,32
36,37,5,5,31,32,32
60,61,5,5,55,56,32
30,31,5,5,25,26,32
62,59,5,5,57,54,32
36,37,5,5,31,32,32
31,33,5,5,26,27,32
33,32,5,5,28,27,32
56,54,5,5,51,49,32
31,33,5,5,26,27,32
31,31,5,5,26,26,32
30,30,5,5,25,25,32
53,51,5,5,48,46,32
64,60,6,5,59,55,32
64,63,6,5,59,58,32
32,32,5,6,27,27,32
58,55,5,5,53,50,32
43,44,6,5,38,38,32
31,32,5,6,26,27,32
39,39,5,5,34,34,32
32,32,5,5,27,27,32
63,59,5,5,58,54,32
44,43,5,5,39,38,32
29,28,5,5,24,23,32
29,29,5,5,24,24,32
43,43,5,5,37,38,32
29,30,5,5,24,25,32
38,40,5,5,33,34,32
34,36,6,5,29,30,32
31,30,5,5,26,25,32
31,31,5,5,26,26,32
38,40,5,5,33,34,32
29,32,5,5,24,27,32
50,48,5,5,45,43,32
36,36,5,5,31,31,32
73,71,6,6,67,64,32
69,67,6,5,63,61,32
32,32,5,5,27,27,32
30,29,5,5,25,24,32
41,43,5,5,36,37,32
33,33,5,5,28,27,32
37,39,5,5,32,33,32
32,33,5,5,27,27,32
30,30,5,5,25,25,32
38,40,5,5,33,34,32
42,42,5,5,36,37,32
32,33,5,5,27,27,32
45,44,5,5,39,39,32
68,65,6,5,62,58,32
56,54,5,5,51,49,32
64,64,6,5,59,59,32
39,39,5,5,34,34,32
32,32,5,5,27,27,32
32,33,5,5,27,27,32
30,31,5,5,25,26,32
33,33,5,5,28,28,32
33,32,5,5,28,27,32
36,38,5,5,31,32,32
29,28,6,5,24,23,32
67,66,6,5,62,60,32
45,44,5,5,40,39,32
67,65,6,5,62,59,32
36,36,5,5,31,31,32
29,31,5,5,24,26,32
38,41,5,5,33,35,32
48,47,5,5,43,42,32
47,46,5,5,42,41,32
41,41,5,5,35,36,32
61,57,5,5,56,52,32
29,29,5,5,24,24,32
59,59,5,5,54,54,32
59,56,5,5,54,51,32
34,34,5,5,29,29,32
56,55,5,5,51,50,32
29,31,5,6,24,26,32
30,30,5,5,25,25,32
40,41,5,5,35,36,32
29,30,5,5,24,25,32
47,45,5,5,42,40,32
37,36,5,5,31,31,32
29,28,5,5,24,23,32
38,39,5,5,33,34,32
32,33,5,5,27,27,32
33,33,5,5,28,28,32
31,33,5,5,26,27,32
29,29,6,5,24,24,32
49,47,5,5,44,42,32
32,33,5,5,27,27,32
74,71,6,5,68,64,32
60,58,5,5,55,52,32
70,66,6,5,64,60,32
30,29,5,5,25,24,32
40,41,5,5,35,36,32
29,32,5,6,24,27,32
29,32,5,5,24,27,32
34,33,5,5,29,28,32
41,41,5,5,35,36,32
51,49,5,5,46,44,32
74,71,6,5,68,64,32
71,68,6,5,65,61,32
52,50,5,5,47,45,32
53,51,5,5,48,46,32
29,31,5,5,24,26,32
63,62,6,5,58,57,32
49,47,5,5,44,42,32
63,61,6,5,58,54,32
33,32,5,5,28,27,32
46,46,5,5,41,41,32
60,57,5,5,55,52,32
31,31,5,5,26,26,32
33,33,5,5,28,28,32
33,32,5,5,28,27,32
38,41,5,5,33,35,32
30,32,5,5,25,27,32
31,33,5,5,26,27,32
68,64,6,5,62,58,32
45,44,5,5,40,39,32
39,39,5,5,34,34,32
63,61,6,5,58,56,32
38,40,5,5,33,34,32
29,28,6,5,24,23,32
39,41,5,5,34,35,32
30,32,5,5,25,27,32
55,53,5,5,50,48,32
39,39,5,5,34,34,32
44,44,5,5,39,39,32
29,31,5,5,24,26,32
63,64,6,5,58,59,32
48,46,5,5,43,41,32
63,64,6,6,58,59,32
38,40,5,5,33,34,32
30,32,5,6,25,27,32
31,32,5,6,26,27,32
29,31,5,6,24,26,32
39,39,5,5,34,34,32
41,41,5,5,35,36,32
29,30,5,5,24,25,32
32,33,5,5,27,27,32
30,32,5,5,25,26,32
30,32,5,6,25,27,32
29,32,5,6,24,27,32
42,42,5,5,36,37,32
30,32,5,5,25,27,32
29,31,5,5,24,26,32
37,37,5,5,32,32,32
29,28,5,5,24,23,32
33,33,5,5,28,28,32
30,32,5,5,25,27,32
29,29,5,5,24,24,32
63,61,6,5,58,56,32
31,31,5,5,26,26,32
30,31,5,5,25,26,32
41,41,5,5,35,36,32
30,32,5,5,25,27,32
31,33,5,5,26,27,32
29,28,5,5,24,23,32
63,60,6,5,58,55,32
38,39,5,5,33,34,32
46,45,5,5,40,40,32
60,60,5,5,55,55,32
70,67,6,5,65,61,32
29,32,5,6,24,27,32
63,64,6,6,58,59,32
41,41,5,5,35,36,32
29,30,5,5,24,25,32
30,31,5,6,25,26,32
40,41,5,5,35,36,32
53,51,5,5,48,46,32
64,65,6,6,59,59,32
31,33,5,5,26,27,32
30,31,5,5,25,26,32
33,33,5,5,28,28,32
29,32,5,6,24,27,32
32,33,5,5,27,27,32
33,33,5,5,28,27,32
36,38,5,5,31,33,32
33,33,5,5,28,28,32
61,60,5,5,56,55,32
33,33,5,5,28,27,32
35,36,5,5,30,30,32
44,44,5,5,39,39,32
67,66,6,6,61,61,32
31,31,5,5,26,26,32
66,66,6,6,61,60,32
29,29,5,5,24,24,32
36,38,6,5,31,32,32
35,36,5,5,30,30,32
33,33,5,5,28,28,32
64,62,6,5,59,57,32
56,54,5,5,51,49,32
56,54,5,5,51,49,32
31,31,5,6,26,26,32
33,32,5,5,28,27,32
48,47,5,5,43,42,32
64,64,6,5,59,59,32
36,35,5,5,31,30,32
30,32,5,6,25,27,32
32,32,5,5,27,27,32
62,58,5,5,57,53,32
32,32,5,5,27,27,32
56,54,5,5,51,49,32
29,32,5,6,24,27,32
64,64,6,5,59,59,32
62,61,5,5,57,56,32
30,32,5,5,25,26,32
58,56,5,5,53,51,32
61,60,5,5,56,55,32
38,39,5,5,33,34,32
40,41,5,5,34,36,32
69,66,6,5,64,60,32
57,57,5,5,52,52,32
66,66,6,6,61,60,32
33,33,5,5,28,28,32
49,47,5,5,44,42,32
31,33,5,5,26,27,32
40,40,5,5,35,35,32
53,51,5,5,48,46,32
65,64,6,5,60,59,32
39,39,5,5,34,34,32
30,32,5,5,25,27,32
64,64,6,5,59,59,32
32,32,5,5,27,27,32
36,38,6,5,31,32,33
37,37,5,6,32,32,33
34,45,5,6,29,39,33
72,69,6,6,65,63,33
51,57,5,5,46,52,33
46,48,6,5,40,42,33
98,99,8,8,89,90,33
36,37,6,5,31,31,33
36,36,5,5,31,31,33
40,42,5,5,35,37,33
86,90,8,8,79,82,33
39,43,5,5,34,38,33
43,40,6,5,38,35,33
43,43,5,5,38,38,33
43,43,6,5,38,37,33
36,37,6,5,31,31,33
40,40,5,6,35,35,33
29,29,5,5,24,24,33
84,84,8,8,77,77,33
39,40,5,6,34,35,33
29,28,6,5,23,22,33
70,69,6,6,64,63,33
69,69,6,6,63,63,33
43,43,5,5,38,38,33
35,44,5,5,30,38,33
74,74,7,7,68,68,33
28,32,5,5,23,27,33
102,101,8,8,94,92,33
27,29,5,6,22,24,33
42,59,5,5,37,54,33
28,27,6,5,23,22,33
53,55,5,5,48,50,33
46,47,6,5,40,42,33
36,38,5,5,31,33,33
46,49,5,5,40,43,33
34,45,5,6,29,39,33
45,47,5,5,39,41,33
27,31,5,6,22,26,33
39,43,5,6,34,38,33
40,39,5,6,34,33,33
38,43,5,5,32,37,33
28,28,5,5,23,23,33
40,43,5,5,35,38,33
40,40,5,6,35,35,33
83,83,7,8,76,76,33
40,39,5,6,34,33,33
97,99,8,8,89,90,33
29,33,5,5,24,28,33
38,38,5,6,33,33,33
32,43,5,6,27,37,33
71,69,6,6,65,63,33
40,42,5,5,35,37,33
42,43,5,5,37,37,33
28,28,5,5,23,23,33
28,28,6,5,23,23,33
85,91,8,8,78,83,33
36,37,5,5,31,31,33
40,44,5,6,35,38,33
69,69,6,6,63,63,33
74,74,7,7,68,68,33
51,57,5,5,46,52,33
132,127,12,11,121,116,33
80,81,7,8,73,74,33
134,131,12,11,123,119,33
26,29,5,6,21,24,33
39,43,5,5,33,38,33
49,49,5,5,43,44,33
43,42,6,5,38,37,33
70,69,6,6,64,63,33
35,39,5,5,30,33,33
64,69,5,7,58,63,33
39,41,5,5,34,36,33
72,71,6,7,65,64,33
40,39,5,6,34,33,33
85,90,8,8,78,82,33
44,44,5,5,38,38,33
43,39,6,5,38,34,33
53,52,5,6,48,47,33
77,77,7,7,70,71,33
40,40,5,6,35,35,33
29,30,5,5,24,25,33
31,32,5,6,26,27,33
28,29,6,5,23,23,33
34,45,5,6,29,39,33
40,41,5,5,35,36,33
26,29,5,6,21,24,33
44,45,5,5,39,40,33
43,41,6,5,38,36,33
40,40,5,5,35,35,33
26,29,6,6,21,24,33
49,57,5,5,44,52,33
70,69,7,6,64,63,33
108,105,9,9,98,96,33
40,44,5,6,35,38,33
37,44,5,6,32,38,33
43,40,6,5,38,35,33
26,29,5,6,21,24,33
48,49,5,5,42,43,33
39,40,5,6,34,34,33
49,49,5,5,44,44,33
31,32,5,6,26,27,33
28,27,5,5,23,22,33
28,28,6,5,23,23,33
38,43,5,5,33,37,33
28,27,6,5,23,22,33
28,33,5,5,23,28,33
105,116,8,10,96,106,33
29,27,6,5,23,22,33
34,35,6,5,29,29,33
28,28,5,5,23,23,33
37,40,5,5,31,34,33
28,28,6,5,23,23,33
39,43,5,5,33,38,33
73,72,6,7,66,66,33
51,51,5,6,46,46,33
38,39,5,6,32,33,33
84,83,8,8,77,76,33
69,69,6,6,63,63,33
49,49,5,5,44,44,33
84,84,8,8,77,76,33
40,39,5,6,34,34,33
40,40,5,6,35,35,33
30,33,5,5,25,28,33
28,29,5,6,23,24,33
100,102,8,8,92,92,33
54,56,5,5,49,51,33
36,41,5,5,30,36,33
43,39,6,5,38,34,33
72,71,6,6,66,64,33
43,42,6,5,38,37,33
26,29,6,6,21,24,33
43,42,6,5,38,37,33
39,40,5,5,34,35,33
136,132,12,11,124,120,33
84,83,7,8,77,76,33
36,36,5,5,31,31,33
40,40,5,6,35,35,33
40,40,5,6,35,35,33
34,37,5,5,28,32,33
43,41,6,5,38,36,33
27,28,5,5,22,23,33
43,43,5,5,37,38,33
94,98,8,8,86,89,33
26,29,6,6,21,24,33
28,27,5,5,23,22,33
36,37,5,5,31,31,33
48,50,5,6,43,45,33
39,40,5,6,34,34,33
42,43,5,6,36,37,33
37,41,5,5,31,36,33
31,32,5,5,26,27,33
69,69,6,6,63,63,33
28,29,6,5,23,23,33
39,43,5,5,33,38,33
43,41,6,5,38,36,33
69,69,6,6,63,63,33
68,69,6,6,62,63,33
69,69,6,6,63,63,33
48,57,5,5,43,52,33
27,26,5,5,22,21,33
27,29,5,6,22,24,33
84,89,7,8,77,81,33
28,34,5,5,23,29,33
28,28,5,5,23,23,33
31,32,5,5,25,27,33
40,40,5,5,35,35,34
37,35,5,5,31,30,34
46,47,5,5,41,42,34
28,29,5,5,23,24,34
35,38,5,5,30,32,34
40,44,5,5,35,39,34
79,78,7,6,72,71,34
48,48,5,5,43,43,34
40,40,5,5,35,35,34
42,43,5,5,37,38,34
36,35,6,5,31,30,34
36,36,6,6,31,31,34
40,41,5,5,35,36,34
28,32,5,6,23,27,34
28,29,5,6,23,24,34
55,50,5,5,50,45,34
43,45,5,5,38,40,34
40,40,5,5,35,35,34
92,91,7,7,84,84,34
28,31,5,6,23,26,34
28,28,5,5,23,23,34
40,40,5,5,35,35,34
66,69,6,6,61,63,34
28,30,5,6,23,25,34
55,53,5,5,49,48,34
28,28,5,5,23,23,34
68,72,6,6,62,65,34
65,64,6,5,59,59,34
82,81,8,7,75,74,34
48,48,5,5,43,43,34
37,37,5,5,32,32,34
28,31,5,6,23,26,34
52,50,5,5,46,45,34
48,49,5,6,43,44,34
28,32,5,6,23,27,34
107,114,9,9,98,105,34
37,38,5,6,32,33,34
53,52,6,5,48,47,34
58,65,6,6,53,59,34
36,36,6,5,31,31,34
90,89,8,7,81,81,34
28,33,5,5,23,28,34
28,30,5,5,23,25,34
71,73,7,6,65,67,34
68,72,6,6,62,65,34
36,36,6,5,31,31,34
80,79,7,6,73,72,34
41,40,5,5,36,35,34
35,38,5,5,30,32,34
40,40,5,5,35,35,34
36,36,6,5,31,31,34
28,31,5,6,23,26,34
27,32,5,6,22,27,34
41,40,5,5,36,35,34
26,31,5,5,21,25,34
48,48,5,5,43,43,34
41,44,5,5,36,39,34
65,67,6,6,59,61,34
40,41,5,5,35,36,34
28,31,5,6,23,26,34
28,31,5,6,23,26,34
49,50,5,6,43,45,34
28,30,5,5,23,25,34
41,42,5,5,36,37,34
27,31,5,6,22,26,34
40,40,5,5,35,35,34
72,74,6,6,65,68,34
41,41,5,5,36,36,34
46,46,6,5,41,41,34
28,31,5,6,23,26,34
91,90,8,7,83,82,34
51,48,5,5,46,43,34
36,35,6,5,31,30,34
41,41,5,5,36,36,34
36,35,6,5,31,30,34
40,40,5,5,35,35,34
31,32,5,5,26,27,34
41,43,5,5,36,38,34
38,38,5,6,33,33,34
69,68,6,6,62,62,34
40,40,5,5,35,35,34
28,31,5,6,23,26,34
59,65,6,6,54,59,34
27,32,5,6,22,27,34
41,40,5,5,36,35,34
35,38,5,5,30,33,34
80,79,6,6,72,72,34
40,40,5,5,35,35,34
31,32,5,5,26,27,34
69,70,6,6,63,64,34
28,28,5,5,23,23,34
36,36,6,5,31,31,34
27,31,5,5,22,26,34
36,38,5,6,31,33,34
28,32,5,6,23,27,34
73,75,7,6,66,68,34
27,31,5,6,22,26,34
28,30,5,5,23,25,34
49,47,5,5,44,42,34
109,115,9,9,99,105,34
28,29,5,5,23,24,34
52,51,5,5,46,45,34
31,32,5,5,26,27,34
36,35,6,6,31,30,34
81,80,7,6,74,73,34
28,29,5,5,23,24,34
37,35,5,5,31,30,34
29,33,5,5,24,28,34
41,41,5,5,36,36,34
28,31,5,6,23,26,34
41,40,5,5,36,35,34
46,47,5,6,41,42,34
81,80,6,6,73,73,34
36,37,5,5,31,32,34
85,84,8,7,77,77,34
41,41,5,5,36,36,34
27,31,5,5,22,25,34
54,54,6,5,48,48,34
28,30,5,5,23,25,34
26,31,5,5,21,26,34
35,37,5,5,30,31,34
28,32,5,6,23,27,34
40,43,5,5,35,38,34
41,41,5,5,36,36,34
28,30,5,6,23,25,34
88,87,7,7,79,79,34
45,46,5,6,40,41,34
35,38,5,5,30,33,34
36,36,5,5,31,31,34
43,43,5,5,38,38,34
41,43,5,5,36,38,34
45,46,5,6,40,41,34
39,39,5,6,34,34,34
39,39,5,6,34,34,34
41,40,5,5,36,35,34
42,42,5,5,37,37,34
76,76,7,6,70,69,34
51,52,6,6,45,46,34
48,49,5,6,43,44,34
26,31,5,5,21,25,34
59,57,6,5,54,52,34
27,31,5,5,22,26,34
27,33,5,6,22,28,34
40,44,5,5,35,39,34
28,29,5,5,23,24,34
37,38,5,6,32,33,34
41,40,5,5,36,35,34
84,84,7,7,76,77,34
94,93,8,7,85,85,34
36,35,6,5,31,30,34
35,38,5,5,30,33,34
28,29,5,5,23,24,34
44,45,5,5,39,40,34
36,35,6,5,31,30,34
40,40,5,5,35,35,34
34,34,6,6,29,29,34
36,38,5,6,31,33,34
40,40,5,5,35,35,34
62,66,6,6,57,60,34
